0MinReturn,LossAfter,0AveragePolicyStd,1AveragePolicyStd,1ProcessExecTime,1EnvExecTime,0Entropy,1PolicyExecTime,ComputeUpdatedDistTime,ItrTime,1Entropy,0ExplainedVariance,1Perplexity,1MinReturn,0AverageReturn,1StdReturn,0Perplexity,0PolicyExecTime,MeanKL,0StdReturn,0MaxReturn,1MaxReturn,0EnvExecTime,0NumTrajs,Time,LossBefore,0ProcessExecTime,MeanKLBefore,1NumTrajs,dLoss,1ExplainedVariance,1AverageReturn
-50.0,-0.004882927518337965,1.0986043,1.0992423,0.44827818870544434,103.79166913032532,6.047569,12.723925828933716,1.0177536010742188,237.99849390983582,6.0499005,0.959037642448563,424.07083,-50.0,-47.7325,8.09211614783179,423.0832,1.5536823272705078,0.008368312381207943,4.708337684363771,-19.0,-11.0,107.92836666107178,800,10555.993948459625,-9.663401190351806e-10,0.6478826999664307,0.0,800,0.004882926551997846,0.8912530773402122,-45.1875
-50.0,-0.004339247941970825,1.1046441,1.1046329,0.4554131031036377,105.41045546531677,6.0668497,13.20384669303894,1.0388309955596924,239.02025079727173,6.066711,0.9445693550716328,431.25992,-50.0,-47.4975,8.5171650212967,431.31976,1.5228638648986816,0.007899324409663677,5.576064360281363,-9.0,-5.0,106.93117785453796,800,10795.017614126205,2.7135016456014682e-09,0.6418263912200928,0.0,800,0.004339250655472471,0.8886205272153265,-45.02
-50.0,-0.005036216229200363,1.1112307,1.1111416,0.4482858180999756,104.45774435997009,6.088956,13.327511310577393,1.0850727558135986,238.92737698554993,6.0884795,0.9396174976908318,440.75076,-50.0,-46.85875,8.319870698364248,440.96075,1.530376672744751,0.008147220127284527,5.839417645407802,-12.0,-10.0,107.5164167881012,800,11033.948434352875,-4.984438639610289e-09,0.6475193500518799,0.0,800,0.0050362112447617235,0.8814197843626941,-44.40125
-50.0,-0.003277729731053114,1.1301758,1.1301521,0.4500143527984619,103.50980830192566,6.155617,13.243598699569702,1.0388071537017822,236.54558420181274,6.1554537,0.9364084043699611,471.2806,-50.0,-46.7575,8.715738637660035,471.3577,1.534621000289917,0.005966619122773409,6.0055136125064275,-11.0,-6.0,106.43483972549438,800,11270.498643398285,2.96682123313019e-09,0.6342964172363281,0.0,800,0.003277732697874347,0.870641835016698,-44.03
-50.0,-0.0055403015576303005,1.1429323,1.1434344,0.4382798671722412,102.41276979446411,6.1976314,13.11002779006958,1.0550732612609863,235.30916905403137,6.1990314,0.9500976297074272,492.27197,-50.0,-47.315,8.942856000042717,491.58328,1.5077781677246094,0.007139258552342653,5.1940615129203085,-12.0,-8.0,106.29683756828308,800,11505.812425851822,2.39908676258338e-10,0.6288235187530518,0.0,800,0.005540301797538977,0.8643653824074453,-43.19125
-50.0,-0.0038779135793447495,1.1530209,1.1535772,0.4447944164276123,100.83260321617126,6.231636,14.416645765304565,1.0127184391021729,233.4972321987152,6.2335253,0.9473010658709159,509.5486,-50.0,-46.91875,8.222493539067088,508.58688,1.4388811588287354,0.00993371568620205,5.39950446221688,-17.0,-5.0,105.06035542488098,800,11739.313024520874,1.813471706135772e-09,0.6122961044311523,0.0,800,0.0038779153928164556,0.8575761963314743,-43.34
-50.0,-0.006084511987864971,1.1539327,1.1538045,0.4383072853088379,101.3182144165039,6.2374578,13.302175045013428,0.9771804809570312,233.7973349094391,6.23663,0.9526321647237223,511.13306,-50.0,-47.255,9.217510509893655,511.55637,1.5177767276763916,0.006316439714282751,5.270671209627859,-12.0,-9.0,106.00418305397034,800,11973.113677501678,-9.760259267466154e-10,0.6272401809692383,0.0,800,0.006084511011839044,0.8563953666353715,-42.15
-50.0,-0.005510017275810242,1.14848,1.1487896,0.43233728408813477,100.61227774620056,6.216354,12.977955341339111,1.0225300788879395,232.51367378234863,6.217047,0.9223992693557224,501.22104,-50.0,-46.165,8.750508556649722,500.87366,1.4757020473480225,0.006342601962387562,6.626671487255122,-9.0,-4.0,105.53863382339478,800,12205.632006883621,6.802380880799319e-10,0.6172900199890137,0.0,800,0.00551001795604833,0.8620260436709078,-43.31
-50.0,-0.0019063018262386322,1.1557287,1.155775,0.43042516708374023,102.05122256278992,6.239095,13.25549864768982,1.037057876586914,235.58702564239502,6.238941,0.9594585460098212,512.3158,-50.0,-47.405,8.49102430511184,512.3947,1.4845521450042725,0.007492325734347105,4.619629314133332,-17.0,-3.0,106.73373222351074,800,12441.222369670868,2.3737549703639615e-09,0.6170132160186768,0.0,800,0.0019063041999936026,0.8623039047938055,-43.1225
-50.0,-0.0004610084870364517,1.1578858,1.1584209,0.4366428852081299,102.40196514129639,6.2456636,13.473103284835815,0.9949145317077637,235.2685866355896,6.2474484,0.9419241371408242,516.69275,-50.0,-46.9725,9.479628734159371,515.7714,1.502556324005127,0.006555553991347551,5.651481553539744,-13.0,-4.0,106.20898389816284,800,12676.494319915771,-9.022652069923254e-10,0.627082347869873,0.0,800,0.0004610075847712447,0.8536058375856267,-41.94625
